source_scope,category,speaker_id,speaker_gender,rms,peak,dynamic_range_db,silence_ratio,spectral_centroid_hz,duration_sec
paper_clean_audio_quality_sample,Kalimat_Persuasif,F1,Female,0.12715472280979156,0.55487060546875,12.797184453026729,0.1951588502269289,1084.2261103757876,6.6167
paper_clean_audio_quality_sample,Kalimat_Persuasif,M8,Male,0.0889340341091156,0.646881103515625,17.23512943411926,0.2553191489361702,1296.947073622929,4.7088
paper_clean_audio_quality_sample,Kalimat_Persuasif,M9,Male,0.11506950110197067,0.7374267578125,16.135173231194493,0.31589147286821706,934.56986434251,5.1677
paper_clean_audio_quality_sample,Kalimat_Persuasif,F2,Female,0.1599748730659485,0.87677001953125,14.776678330316845,0.20229007633587787,1239.5954339521104,5.2458
paper_clean_audio_quality_sample,Kalimat_Persuasif,M9,Male,0.13661634922027588,0.891265869140625,16.290091994707332,0.22395833333333334,736.7446883619461,5.7618
paper_clean_audio_quality_sample,Kalimat_Persuasif,M2,Male,0.0947321429848671,0.73260498046875,17.767450090555485,0.22547332185886404,905.0819232346254,5.8197
paper_clean_audio_quality_sample,Kalimat_Persuasif,M7,Male,0.048692092299461365,0.25079345703125,14.237155289823988,0.22988505747126436,805.4972176411123,6.0977
paper_clean_audio_quality_sample,Kalimat_Persuasif,M4,Male,0.04702236130833626,0.300018310546875,16.096866520832926,0.15208034433285508,883.9233042341926,6.9748
paper_clean_audio_quality_sample,Kalimat_Persuasif,F8,Female,0.10321405529975891,0.537994384765625,14.340778009763715,0.18664383561643835,992.9098514100575,5.8498
paper_clean_audio_quality_sample,Kalimat_Persuasif,F6,Female,0.08932898938655853,0.56005859375,15.944820888726346,0.2512479201331115,1153.0929515766516,6.0178
paper_clean_audio_quality_sample,Kalimat_Persuasif,M2,Male,0.08519868552684784,0.58624267578125,16.75289070021965,0.2551867219917012,902.5465741966372,4.8217
paper_clean_audio_quality_sample,Kalimat_Persuasif,M2,Male,0.10331852734088898,0.856842041015625,18.37445118644989,0.2302158273381295,1020.2658050519243,5.5667
paper_clean_audio_quality_sample,Kalimat_Persuasif,M7,Male,0.09192062169313431,0.6248779296875,16.647644649235684,0.2467289719626168,947.9509060074992,5.3518
paper_clean_audio_quality_sample,Kalimat_Persuasif,M4,Male,0.1308813840150833,0.88494873046875,16.600804627992876,0.23497267759562843,1003.0312228122782,7.3208
paper_clean_audio_quality_sample,Kalimat_Persuasif,M9,Male,0.10521509498357773,0.657135009765625,15.911531068847145,0.3319615912208505,901.5182501370272,7.2918
paper_clean_audio_quality_sample,Kalimat_Persuasif,F1,Female,0.05455327406525612,0.3897705078125,17.07976307639195,0.22780569514237856,1068.542775971111,5.9757
paper_clean_audio_quality_sample,Kalimat_Persuasif,M3,Male,0.1081119030714035,0.8912353515625,18.322377843929225,0.14655172413793102,935.7525900443372,6.9638
paper_clean_audio_quality_sample,Kalimat_Persuasif,M2,Male,0.0845940038561821,0.619415283203125,17.292846710597164,0.21631205673758866,982.225847596643,5.6428
